alpha, beta, latent_features, steps, NDCG
1, 0.01, 10, 150, 0.4125188027927816
1, 0.01, 10, 200, 0.41762692210923275
1, 0.01, 20, 50, 0.4330588006699281
1, 0.01, 20, 100, 0.43187770958870325
1, 0.01, 20, 150, 0.42775482571559054
1, 0.01, 20, 200, 0.43870406694115993
1, 0.01, 30, 50, 0.4121626164992222
1, 0.01, 30, 100, 0.41524098900218254
1, 0.01, 30, 150, 0.41356132595057005
1, 0.01, 30, 200, 0.41977375524035787
1, 0.01, 50, 50, 0.3945716138996382
1, 0.01, 50, 100, 0.3821861704512363
1, 0.01, 50, 150, 0.3867361771493471
1, 0.01, 50, 200, 0.39243357571813137
1, 0.01, 80, 50, 0.3477637206042105
1, 0.01, 80, 100, 0.35132893805000864
1, 0.01, 80, 150, 0.34802924614504743
1, 0.01, 80, 200, 0.3466963219940911
1, 0.01, 100, 50, 0.3202965058649371
1, 0.01, 100, 100, 0.3316450247454944
1, 0.01, 100, 150, 0.32584647546103235
1, 0.01, 100, 200, 0.31891557364196393
1, 0.001, 5, 50, 0.3726523455424264
1, 0.001, 5, 100, 0.3699611286562522
1, 0.001, 5, 150, 0.36948780784860963
1, 0.001, 5, 200, 0.37184882012834813
1, 0.001, 10, 50, 0.4110812795877249
1, 0.001, 10, 100, 0.4176453275062072
1, 0.001, 10, 150, 0.4062649839539029
1, 0.001, 10, 200, 0.4123636501421324
1, 0.001, 20, 50, 0.4319189259169193
1, 0.001, 20, 100, 0.442695621999778
1, 0.001, 20, 150, 0.43160809799124
1, 0.001, 20, 200, 0.43260931788714646
1, 0.001, 30, 50, 0.42225130462577776
1, 0.001, 30, 100, 0.4191119601445501
1, 0.001, 30, 150, 0.4157556557024643
1, 0.001, 30, 200, 0.4192364934711692
1, 0.001, 50, 50, 0.3820819388485619
1, 0.001, 50, 100, 0.39975746578451826
1, 0.001, 50, 150, 0.3933793598570481
1, 0.001, 50, 200, 0.386182763402324
1, 0.001, 80, 50, 0.3508692964774633
1, 0.001, 80, 100, 0.347194726182889
1, 0.001, 80, 150, 0.3513696209386422
1, 0.001, 80, 200, 0.3523580900579344
1, 0.001, 100, 50, 0.31922942451530306
1, 0.001, 100, 100, 0.32597597784437093
1, 0.001, 100, 150, 0.3270680055571082
1, 0.001, 100, 200, 0.3224569297183003
1, 0.0001, 5, 50, 0.376337076229626
1, 0.0001, 5, 100, 0.36979745211873255
1, 0.0001, 5, 150, 0.3691947283142191
1, 0.0001, 5, 200, 0.372667049649769
1, 0.0001, 10, 50, 0.4149370130370015
1, 0.0001, 10, 100, 0.4194199635586837
1, 0.0001, 10, 150, 0.42141482874548963
1, 0.0001, 10, 200, 0.41322690632485604
1, 0.0001, 20, 50, 0.4353630479819097
1, 0.0001, 20, 100, 0.4312819555175526
1, 0.0001, 20, 150, 0.43425698064109064
1, 0.0001, 20, 200, 0.4352311919696713
1, 0.0001, 30, 50, 0.4199888132532095
1, 0.0001, 30, 100, 0.4239869729731416
1, 0.0001, 30, 150, 0.41531563224848606
1, 0.0001, 30, 200, 0.4219029849505918
1, 0.0001, 50, 50, 0.38550345956052046
1, 0.0001, 50, 100, 0.3846360550075703
1, 0.0001, 50, 150, 0.3907582527912128
1, 0.0001, 50, 200, 0.3882520655435365
1, 0.0001, 80, 50, 0.3434838071310552
1, 0.0001, 80, 100, 0.35141006415685677
1, 0.0001, 80, 150, 0.3384938707740358
1, 0.0001, 80, 200, 0.34854985552343243
1, 0.0001, 100, 50, 0.3295952817009991
1, 0.0001, 100, 100, 0.31803706604678683
1, 0.0001, 100, 150, 0.3188347054775934
1, 0.0001, 100, 200, 0.32266331890782046
1, 1e-05, 5, 50, 0.37939870083130556
1, 1e-05, 5, 100, 0.37620843118530933
1, 1e-05, 5, 150, 0.36953226434418623
1, 1e-05, 5, 200, 0.37246343510893204
1, 1e-05, 10, 50, 0.40388058487022627
1, 1e-05, 10, 100, 0.41393217695673934
1, 1e-05, 10, 150, 0.413801865829118
1, 1e-05, 10, 200, 0.39849109454734305
1, 1e-05, 20, 50, 0.43348346845864194
1, 1e-05, 20, 100, 0.4362143424919519
1, 1e-05, 20, 150, 0.43605519837212564
1, 1e-05, 20, 200, 0.4261066621428397
1, 1e-05, 30, 50, 0.4253993748976238
1, 1e-05, 30, 100, 0.4123932889477441
1, 1e-05, 30, 150, 0.4185818480149834
1, 1e-05, 30, 200, 0.41881530105345
1, 1e-05, 50, 50, 0.38516674753405605
1, 1e-05, 50, 100, 0.3826046088803129
1, 1e-05, 50, 150, 0.3907279394699176
1, 1e-05, 50, 200, 0.3793349827074295
1, 1e-05, 80, 50, 0.34784377710840775
1, 1e-05, 80, 100, 0.34759984452765635
1, 1e-05, 80, 150, 0.35358750412177453
1, 1e-05, 80, 200, 0.3495600014738966
1, 1e-05, 100, 50, 0.3215570596432758
1, 1e-05, 100, 100, 0.32325471868045375
1, 1e-05, 100, 150, 0.3192591503615744
1, 1e-05, 100, 200, 0.3181054631235663
1, 1e-06, 5, 50, 0.3748917623108497
1, 1e-06, 5, 100, 0.36970980889122973
1, 1e-06, 5, 150, 0.36781584314998345
1, 1e-06, 5, 200, 0.37395834209580403
1, 1e-06, 10, 50, 0.41201166778648185
1, 1e-06, 10, 100, 0.40469966100376065
1, 1e-06, 10, 150, 0.4133347337363503
1, 1e-06, 10, 200, 0.41498348555828496
1, 1e-06, 20, 50, 0.43774027748532784
1, 1e-06, 20, 100, 0.43045512416865356
1, 1e-06, 20, 150, 0.4282564594666502
1, 1e-06, 20, 200, 0.42755692386698735
1, 1e-06, 30, 50, 0.42083917998111336
1, 1e-06, 30, 100, 0.41262790044311404
1, 1e-06, 30, 150, 0.40992608431001815
1, 1e-06, 30, 200, 0.423238604207805
1, 1e-06, 50, 50, 0.3949163559068104
1, 1e-06, 50, 100, 0.3810892649896741
1, 1e-06, 50, 150, 0.38760693587006734
1, 1e-06, 50, 200, 0.3855111334153736
1, 1e-06, 80, 50, 0.34586375466402813
1, 1e-06, 80, 100, 0.3493347954194472
1, 1e-06, 80, 150, 0.3560307653739983
1, 1e-06, 80, 200, 0.3470469590280142
1, 1e-06, 100, 50, 0.321823871326902
1, 1e-06, 100, 100, 0.3199215587503524
1, 1e-06, 100, 150, 0.32463930303851934
1, 1e-06, 100, 200, 0.3198595487344003
0.1, 100, 5, 50, 0.0986274263278699
0.1, 100, 5, 100, 0.0828571977441235
0.1, 100, 5, 150, 0.06621317191236976
0.1, 100, 5, 200, 0.0558660611130852
0.1, 100, 10, 50, 0.08910176069706459
0.1, 100, 10, 100, 0.05914362572788917
0.1, 100, 10, 150, 0.11055898603324857
0.1, 100, 10, 200, 0.06858187131823808
0.1, 100, 20, 50, 0.09699552256525082
0.1, 100, 20, 100, 0.0641998444023225
0.1, 100, 20, 150, 0.08844336404009989
0.1, 100, 20, 200, 0.06547213897858598
0.1, 100, 30, 50, 0.06419718313696143
0.1, 100, 30, 100, 0.07975979615853304
0.1, 100, 30, 150, 0.06542436876119762
0.1, 100, 30, 200, 0.06096631144163965
0.1, 100, 50, 50, 0.06379225187916215
0.1, 100, 50, 100, 0.058242728503731404
0.1, 100, 50, 150, 0.0591359755066413
0.1, 100, 50, 200, 0.06041464790964592
0.1, 100, 80, 50, 0.047036332052381835
0.1, 100, 80, 100, 0.05053278521712999
0.1, 100, 80, 150, 0.04303180689334895
0.1, 100, 80, 200, 0.04666675047029152
0.1, 100, 100, 50, 0.04205399459139847
0.1, 100, 100, 100, 0.04018523002166745
0.1, 100, 100, 150, 0.04695406266566903
0.1, 100, 100, 200, 0.04499387039414715
0.1, 10, 5, 50, 0.20808710597045035
0.1, 10, 5, 100, 0.20485346565764886
0.1, 10, 5, 150, 0.21085648222291054
0.1, 10, 5, 200, 0.20755283517941048
0.1, 10, 10, 50, 0.2090420690333876
0.1, 10, 10, 100, 0.21014266449616603
0.1, 10, 10, 150, 0.20854911234051743
0.1, 10, 10, 200, 0.20924267803101904
0.1, 10, 20, 50, 0.21244883797712888
0.1, 10, 20, 100, 0.20175340528052657
0.1, 10, 20, 150, 0.2057718979901869
0.1, 10, 20, 200, 0.20959580508464556
0.1, 10, 30, 50, 0.20510762656632123
0.1, 10, 30, 100, 0.2107547260813989
0.1, 10, 30, 150, 0.21082737472748325
0.1, 10, 30, 200, 0.20226009688200355
0.1, 10, 50, 50, 0.21737419456115123
0.1, 10, 50, 100, 0.2101646892040931
0.1, 10, 50, 150, 0.21069260079304025
0.1, 10, 50, 200, 0.20771859581972155
0.1, 10, 80, 50, 0.21294224583975366
0.1, 10, 80, 100, 0.20421071530261803
0.1, 10, 80, 150, 0.2071761286959299
0.1, 10, 80, 200, 0.20976185231106692
0.1, 10, 100, 50, 0.2105581577786715
0.1, 10, 100, 100, 0.21675084220177718
0.1, 10, 100, 150, 0.20968940729849583
0.1, 10, 100, 200, 0.21526493105226516
0.1, 1, 5, 50, 0.3518049070772992
0.1, 1, 5, 100, 0.34629745667327605
0.1, 1, 5, 150, 0.34986361690591367
0.1, 1, 5, 200, 0.35081389718641387
0.1, 1, 10, 50, 0.35087306990179906
0.1, 1, 10, 100, 0.34697928076936113
0.1, 1, 10, 150, 0.35048399253599727
0.1, 1, 10, 200, 0.34597728327458616
0.1, 1, 20, 50, 0.33926038459285807
0.1, 1, 20, 100, 0.3302646255799347
0.1, 1, 20, 150, 0.3292606984365846
0.1, 1, 20, 200, 0.3363404510638833
0.1, 1, 30, 50, 0.33839196491831885
0.1, 1, 30, 100, 0.33524299566853905
0.1, 1, 30, 150, 0.3401189403995935
0.1, 1, 30, 200, 0.33395255090725345
0.1, 1, 50, 50, 0.3213383650172931
0.1, 1, 50, 100, 0.3214061404456571
0.1, 1, 50, 150, 0.3408138592675848
0.1, 1, 50, 200, 0.32264980206865396
0.1, 1, 80, 50, 0.3251115531888617
0.1, 1, 80, 100, 0.3251828262538526
0.1, 1, 80, 150, 0.3268263665721938
0.1, 1, 80, 200, 0.321742958639377
0.1, 1, 100, 50, 0.32862467337460644
0.1, 1, 100, 100, 0.33569393321418733
0.1, 1, 100, 150, 0.32492074260976567
0.1, 1, 100, 200, 0.3388850378356906
0.1, 0.1, 5, 50, 0.30936809355119316
0.1, 0.1, 5, 100, 0.33471144656278495
0.1, 0.1, 5, 150, 0.3267724151405811
0.1, 0.1, 5, 200, 0.3229542154500175
0.1, 0.1, 10, 50, 0.3233755396301239
0.1, 0.1, 10, 100, 0.31145355038203265
0.1, 0.1, 10, 150, 0.31279151534223093
0.1, 0.1, 10, 200, 0.3209863137769843
0.1, 0.1, 20, 50, 0.30259519788921974
0.1, 0.1, 20, 100, 0.2843044946545583
0.1, 0.1, 20, 150, 0.30519344924146724
0.1, 0.1, 20, 200, 0.29668945662770857
0.1, 0.1, 30, 50, 0.28515874171454286
0.1, 0.1, 30, 100, 0.28204728284447816
0.1, 0.1, 30, 150, 0.2687330364219391
0.1, 0.1, 30, 200, 0.2690837443533865
0.1, 0.1, 50, 50, 0.2541003893455913
0.1, 0.1, 50, 100, 0.2579530534095267
0.1, 0.1, 50, 150, 0.2591012488836276
0.1, 0.1, 50, 200, 0.2453439185191906
0.1, 0.1, 80, 50, 0.22531815064511823
0.1, 0.1, 80, 100, 0.22346028141626093
0.1, 0.1, 80, 150, 0.23697155643274959
0.1, 0.1, 80, 200, 0.2268375254879903
0.1, 0.1, 100, 50, 0.23042447956406106
0.1, 0.1, 100, 100, 0.22448108376473602
0.1, 0.1, 100, 150, 0.22169121451640927
0.1, 0.1, 100, 200, 0.21070534521986767
0.1, 0.01, 5, 50, 0.2980984245175416
0.1, 0.01, 5, 100, 0.31645073174978194
0.1, 0.01, 5, 150, 0.3111064180993334
0.1, 0.01, 5, 200, 0.2997389268594822
0.1, 0.01, 10, 50, 0.31387297590910557
0.1, 0.01, 10, 100, 0.3230091539249351
0.1, 0.01, 10, 150, 0.31144315108765697
0.1, 0.01, 10, 200, 0.3129105262873616
0.1, 0.01, 20, 50, 0.27384641321911135
0.1, 0.01, 20, 100, 0.2857596493804032
0.1, 0.01, 20, 150, 0.28909762466229644
0.1, 0.01, 20, 200, 0.29657616035113965
0.1, 0.01, 30, 50, 0.27150164214284495
0.1, 0.01, 30, 100, 0.2678437441028944
0.1, 0.01, 30, 150, 0.27360924946771464
0.1, 0.01, 30, 200, 0.2587169864225841
0.1, 0.01, 50, 50, 0.24686663375619
0.1, 0.01, 50, 100, 0.2490017789081653
0.1, 0.01, 50, 150, 0.2595201445651397
0.1, 0.01, 50, 200, 0.25424055319565503
0.1, 0.01, 80, 50, 0.2404140754855929
0.1, 0.01, 80, 100, 0.23309400817582596
0.1, 0.01, 80, 150, 0.23195488395822034
0.1, 0.01, 80, 200, 0.23580318622900923
0.1, 0.01, 100, 50, 0.23001845992396325
0.1, 0.01, 100, 100, 0.22543658150863508
0.1, 0.01, 100, 150, 0.23111058247569466
0.1, 0.01, 100, 200, 0.23199526351209387
0.1, 0.001, 5, 50, 0.2916530003702392
0.1, 0.001, 5, 100, 0.31434879101355023
0.1, 0.001, 5, 150, 0.3243168964109997
0.1, 0.001, 5, 200, 0.3227085080610909
0.1, 0.001, 10, 50, 0.29652582342683237
0.1, 0.001, 10, 100, 0.3175963711768958
0.1, 0.001, 10, 150, 0.3142029295878725
0.1, 0.001, 10, 200, 0.32172870368830375
0.1, 0.001, 20, 50, 0.2793369119609828
0.1, 0.001, 20, 100, 0.28684189269091775
0.1, 0.001, 20, 150, 0.28362597772916004
0.1, 0.001, 20, 200, 0.2883286070339739
0.1, 0.001, 30, 50, 0.2813230927007468
0.1, 0.001, 30, 100, 0.2665036960740011
0.1, 0.001, 30, 150, 0.26901994385045364
0.1, 0.001, 30, 200, 0.2644298145089106
0.1, 0.001, 50, 50, 0.24623100288531816
0.1, 0.001, 50, 100, 0.26442673926086635
0.1, 0.001, 50, 150, 0.2477575318877863
0.1, 0.001, 50, 200, 0.26986109932412655
0.1, 0.001, 80, 50, 0.23874170149999754
0.1, 0.001, 80, 100, 0.2516585563953859
0.1, 0.001, 80, 150, 0.23621672569156235
0.1, 0.001, 80, 200, 0.2305608830077789
0.1, 0.001, 100, 50, 0.2280177948631111
0.1, 0.001, 100, 100, 0.22189195745093734
0.1, 0.001, 100, 150, 0.22389122801843422
0.1, 0.001, 100, 200, 0.22385975405443326
0.1, 0.0001, 5, 50, 0.3100018117699992
0.1, 0.0001, 5, 100, 0.3020279705139853
0.1, 0.0001, 5, 150, 0.3056492928714003
0.1, 0.0001, 5, 200, 0.30100111605551716
0.1, 0.0001, 10, 50, 0.3054692094707229
0.1, 0.0001, 10, 100, 0.2972621399683771
0.1, 0.0001, 10, 150, 0.3193343440413261
0.1, 0.0001, 10, 200, 0.30595846882346756
0.1, 0.0001, 20, 50, 0.27965130865992727
0.1, 0.0001, 20, 100, 0.2754233816067418
0.1, 0.0001, 20, 150, 0.27849485269508456
0.1, 0.0001, 20, 200, 0.2809167362691027
0.1, 0.0001, 30, 50, 0.26096304636136153
0.1, 0.0001, 30, 100, 0.2805470697169321
0.1, 0.0001, 30, 150, 0.28106243438556955
0.1, 0.0001, 30, 200, 0.2716537643815837
0.1, 0.0001, 50, 50, 0.2502941193605463
0.1, 0.0001, 50, 100, 0.2617508199979339
0.1, 0.0001, 50, 150, 0.25017940054750476
0.1, 0.0001, 50, 200, 0.2525893454788136
0.1, 0.0001, 80, 50, 0.23787450506519967
0.1, 0.0001, 80, 100, 0.23182603438614818
0.1, 0.0001, 80, 150, 0.22848109437425204
0.1, 0.0001, 80, 200, 0.23104633341535877
0.1, 0.0001, 100, 50, 0.23279844489921434
0.1, 0.0001, 100, 100, 0.23055787918152834
0.1, 0.0001, 100, 150, 0.22919281295359786
0.1, 0.0001, 100, 200, 0.2268201955451679
0.1, 1e-05, 5, 50, 0.2946201686306273
0.1, 1e-05, 5, 100, 0.3189263747648381
0.1, 1e-05, 5, 150, 0.31530670545225287
0.1, 1e-05, 5, 200, 0.29913294795080897
0.1, 1e-05, 10, 50, 0.3039945089912923
0.1, 1e-05, 10, 100, 0.31967744965768036
0.1, 1e-05, 10, 150, 0.29884624039003854
0.1, 1e-05, 10, 200, 0.29489681259192235
0.1, 1e-05, 20, 50, 0.2922283937366648
0.1, 1e-05, 20, 100, 0.2765058027430096
0.1, 1e-05, 20, 150, 0.29808253131661305
0.1, 1e-05, 20, 200, 0.2711054004878132
0.1, 1e-05, 30, 50, 0.2737417168161856
0.1, 1e-05, 30, 100, 0.2715964814627479
0.1, 1e-05, 30, 150, 0.2747237807621949
0.1, 1e-05, 30, 200, 0.2748984504992283
0.1, 1e-05, 50, 50, 0.25930132640953196
0.1, 1e-05, 50, 100, 0.253437336404544
0.1, 1e-05, 50, 150, 0.2651587573473705
0.1, 1e-05, 50, 200, 0.2563996227391674
0.1, 1e-05, 80, 50, 0.24322485726209433
0.1, 1e-05, 80, 100, 0.2217895219755454
0.1, 1e-05, 80, 150, 0.2403779632556953
0.1, 1e-05, 80, 200, 0.23747109940885702
0.1, 1e-05, 100, 50, 0.2312097437656031
0.1, 1e-05, 100, 100, 0.2364240506801474
0.1, 1e-05, 100, 150, 0.23039907808830734
0.1, 1e-05, 100, 200, 0.23141193381542807
0.1, 1e-06, 5, 50, 0.3211201515039043
0.1, 1e-06, 5, 100, 0.3189905214326101
0.1, 1e-06, 5, 150, 0.32604280160180066
0.1, 1e-06, 5, 200, 0.3091028680869864
0.1, 1e-06, 10, 50, 0.3044080687672411
0.1, 1e-06, 10, 100, 0.3113132295461119
0.1, 1e-06, 10, 150, 0.31360877648381236
0.1, 1e-06, 10, 200, 0.31385902342963656
0.1, 1e-06, 20, 50, 0.27981375248053897
0.1, 1e-06, 20, 100, 0.2868013766832674
0.1, 1e-06, 20, 150, 0.27924665365427054
0.1, 1e-06, 20, 200, 0.27767638211351375
0.1, 1e-06, 30, 50, 0.27877557042900436
0.1, 1e-06, 30, 100, 0.2703512877455976
0.1, 1e-06, 30, 150, 0.272732682877347
0.1, 1e-06, 30, 200, 0.2702899061309276
0.1, 1e-06, 50, 50, 0.2505251787054633
0.1, 1e-06, 50, 100, 0.2544850363764282
0.1, 1e-06, 50, 150, 0.25601587250987606
0.1, 1e-06, 50, 200, 0.2541020442909928
0.1, 1e-06, 80, 50, 0.2348274539173009
0.1, 1e-06, 80, 100, 0.23588041789761258
0.1, 1e-06, 80, 150, 0.23281421560529278
0.1, 1e-06, 80, 200, 0.22990594607971113
0.1, 1e-06, 100, 50, 0.2389629733427534
0.1, 1e-06, 100, 100, 0.22720294777588546
0.1, 1e-06, 100, 150, 0.23005745811672776
0.1, 1e-06, 100, 200, 0.2226122761026184
0.01, 100, 5, 50, 0.003043872975334975
0.01, 100, 5, 100, 0.002438339153098239
0.01, 100, 5, 150, 0.002545969677744719
0.01, 100, 5, 200, 0.0014145196489077977
0.01, 100, 10, 50, 0.0026697028103443193
0.01, 100, 10, 100, 0.0028973935280331583
0.01, 100, 10, 150, 0.0022057200162297758
0.01, 100, 10, 200, 0.0037059393278784263
0.01, 100, 20, 50, 0.006466490139743075
0.01, 100, 20, 100, 0.006088406520596696
0.01, 100, 20, 150, 0.008053741462432895
0.01, 100, 20, 200, 0.008996606437225444
0.01, 100, 30, 50, 0.014016866252829696
0.01, 100, 30, 100, 0.01609002788153386
0.01, 100, 30, 150, 0.008482446491469698
0.01, 100, 30, 200, 0.015262472893286503
0.01, 100, 50, 50, 0.02081476103696887
0.01, 100, 50, 100, 0.025127095002218394
0.01, 100, 50, 150, 0.018650879890117263
0.01, 100, 50, 200, 0.05782687079210327
0.01, 100, 80, 50, 0.2102084949933409
0.01, 100, 80, 100, 0.20962857236464533
0.01, 100, 80, 150, 0.05678774716696165
0.01, 100, 80, 200, 0.21895069713614723
0.01, 100, 100, 50, 0.0314392356290698
0.01, 100, 100, 100, 0.025101227020484677
0.01, 100, 100, 150, 0.03502497818906169
0.01, 100, 100, 200, 0.06015539265098871
0.01, 10, 5, 50, 0.026981953699262786
0.01, 10, 5, 100, 0.02301183673085931
0.01, 10, 5, 150, 0.023205190373488244
0.01, 10, 5, 200, 0.020413858217247983
0.01, 10, 10, 50, 0.022043349239577143
0.01, 10, 10, 100, 0.022138653113221312
0.01, 10, 10, 150, 0.018689423633707267
0.01, 10, 10, 200, 0.018406211512680466
0.01, 10, 20, 50, 0.01435093733883844
0.01, 10, 20, 100, 0.017007132321635973
0.01, 10, 20, 150, 0.021241665649210515
0.01, 10, 20, 200, 0.016187481313285502
0.01, 10, 30, 50, 0.01260530976508645
0.01, 10, 30, 100, 0.013953308125349612
0.01, 10, 30, 150, 0.01155851024205888
0.01, 10, 30, 200, 0.013998025458246344
0.01, 10, 50, 50, 0.009466380639977586
0.01, 10, 50, 100, 0.010223001444842745
0.01, 10, 50, 150, 0.012209332738309563
0.01, 10, 50, 200, 0.010388749717522645
0.01, 10, 80, 50, 0.008155510249924622
0.01, 10, 80, 100, 0.011523299510184624
0.01, 10, 80, 150, 0.00986819005542907
0.01, 10, 80, 200, 0.009298282740341767
0.01, 10, 100, 50, 0.0072362577734689315
0.01, 10, 100, 100, 0.007137415361256803
0.01, 10, 100, 150, 0.0101933944907501
0.01, 10, 100, 200, 0.009406245147866492
0.01, 1, 5, 50, 0.20972353934993018
0.01, 1, 5, 100, 0.20542519941053752
0.01, 1, 5, 150, 0.20401241464093262
0.01, 1, 5, 200, 0.20053765698905102
0.01, 1, 10, 50, 0.21164901964363164
0.01, 1, 10, 100, 0.20789622214118944
0.01, 1, 10, 150, 0.21133049437574722
0.01, 1, 10, 200, 0.20694858910036384
0.01, 1, 20, 50, 0.20646746944743147
0.01, 1, 20, 100, 0.20934465390003515
0.01, 1, 20, 150, 0.2130953240674785
0.01, 1, 20, 200, 0.20538292975128752
0.01, 1, 30, 50, 0.20550223647119406
0.01, 1, 30, 100, 0.20698071078535518
0.01, 1, 30, 150, 0.20754626919942257
0.01, 1, 30, 200, 0.2106497411427328
0.01, 1, 50, 50, 0.21359050569622653
0.01, 1, 50, 100, 0.20816915640827985
0.01, 1, 50, 150, 0.21296752012374312
0.01, 1, 50, 200, 0.21224888887139
0.01, 1, 80, 50, 0.21607121100623913
0.01, 1, 80, 100, 0.20320687572232668
0.01, 1, 80, 150, 0.21127655593036912
0.01, 1, 80, 200, 0.2084948776379634
0.01, 1, 100, 50, 0.21693880668581988
0.01, 1, 100, 100, 0.20406600758336146
0.01, 1, 100, 150, 0.20744071255596663
0.01, 1, 100, 200, 0.2134805739445364
0.01, 0.1, 5, 50, 0.25241443571441874
0.01, 0.1, 5, 100, 0.27756994382394334
0.01, 0.1, 5, 150, 0.24766380565272886
0.01, 0.1, 5, 200, 0.24039593546530255
0.01, 0.1, 10, 50, 0.3007941038284655
0.01, 0.1, 10, 100, 0.2840238893488248
0.01, 0.1, 10, 150, 0.30394995639342953
0.01, 0.1, 10, 200, 0.2955089995167572
0.01, 0.1, 20, 50, 0.28660775363940577
0.01, 0.1, 20, 100, 0.2808293958837394
0.01, 0.1, 20, 150, 0.27848182203474564
0.01, 0.1, 20, 200, 0.25832830362499837
0.01, 0.1, 30, 50, 0.28641428142545877
0.01, 0.1, 30, 100, 0.27119984887437276
0.01, 0.1, 30, 150, 0.257120684758149
0.01, 0.1, 30, 200, 0.2725931976750914
0.01, 0.1, 50, 50, 0.2844154141870005
0.01, 0.1, 50, 100, 0.27210926393823565
0.01, 0.1, 50, 150, 0.2715512020484872
0.01, 0.1, 50, 200, 0.26624677976698224
0.01, 0.1, 80, 50, 0.2748346202973745
0.01, 0.1, 80, 100, 0.26982130246064034
0.01, 0.1, 80, 150, 0.26673404731965056
0.01, 0.1, 80, 200, 0.2629341179642888
0.01, 0.1, 100, 50, 0.2690192214384954
0.01, 0.1, 100, 100, 0.27242293147590924
0.01, 0.1, 100, 150, 0.2593858137626052
0.01, 0.1, 100, 200, 0.26417488520030386
0.01, 0.01, 5, 50, 0.26146620449088714
0.01, 0.01, 5, 100, 0.2412928765200297
0.01, 0.01, 5, 150, 0.24767906127958228
0.01, 0.01, 5, 200, 0.24587382637420827
0.01, 0.01, 10, 50, 0.22986951095243582
0.01, 0.01, 10, 100, 0.23621998458713875
0.01, 0.01, 10, 150, 0.2639713878162529
0.01, 0.01, 10, 200, 0.2538984090421168
0.01, 0.01, 20, 50, 0.25580820613821265
0.01, 0.01, 20, 100, 0.2478490709013273
0.01, 0.01, 20, 150, 0.2492917483830039
0.01, 0.01, 20, 200, 0.24967927193712802
0.01, 0.01, 30, 50, 0.24228288019525118
0.01, 0.01, 30, 100, 0.2512313449960216
0.01, 0.01, 30, 150, 0.24472621735752317
0.01, 0.01, 30, 200, 0.23788266044993683
0.01, 0.01, 50, 50, 0.23334726219348467
0.01, 0.01, 50, 100, 0.23569367948923822
0.01, 0.01, 50, 150, 0.23232477914157024
0.01, 0.01, 50, 200, 0.23091282927716442
0.01, 0.01, 80, 50, 0.2200108151308859
0.01, 0.01, 80, 100, 0.22333589507177112
0.01, 0.01, 80, 150, 0.23059980444388406
0.01, 0.01, 80, 200, 0.22756601648483113
0.01, 0.01, 100, 50, 0.21213888204787135
0.01, 0.01, 100, 100, 0.21507977914519388
0.01, 0.01, 100, 150, 0.2207917568155133
0.01, 0.01, 100, 200, 0.213739607590076
0.01, 0.001, 5, 50, 0.26019176928455584
0.01, 0.001, 5, 100, 0.2764006309132671
0.01, 0.001, 5, 150, 0.24376060859683737
0.01, 0.001, 5, 200, 0.2752584254917202
0.01, 0.001, 10, 50, 0.2604157841611929
0.01, 0.001, 10, 100, 0.25727764286056426
0.01, 0.001, 10, 150, 0.2758773900185637
0.01, 0.001, 10, 200, 0.237553913423896
0.01, 0.001, 20, 50, 0.23976332319379393
0.01, 0.001, 20, 100, 0.23985800363620446
0.01, 0.001, 20, 150, 0.24630426893489013
0.01, 0.001, 20, 200, 0.2564090368717071
0.01, 0.001, 30, 50, 0.24538905928355734
0.01, 0.001, 30, 100, 0.2343602427072723
0.01, 0.001, 30, 150, 0.241276504364766
0.01, 0.001, 30, 200, 0.24369312714723912
0.01, 0.001, 50, 50, 0.23654789222636788
0.01, 0.001, 50, 100, 0.25351942205602035
0.01, 0.001, 50, 150, 0.25188866635870066
0.01, 0.001, 50, 200, 0.24577945786145577
0.01, 0.001, 80, 50, 0.22485591796196835
0.01, 0.001, 80, 100, 0.21390186078713463
0.01, 0.001, 80, 150, 0.21681658631411857
0.01, 0.001, 80, 200, 0.22735798855313372
0.01, 0.001, 100, 50, 0.22348687011685728
0.01, 0.001, 100, 100, 0.21680770894264126
0.01, 0.001, 100, 150, 0.22228321222162103
0.01, 0.001, 100, 200, 0.22971604137084556
0.01, 0.0001, 5, 50, 0.2587146236412693
0.01, 0.0001, 5, 100, 0.22924330186453848
0.01, 0.0001, 5, 150, 0.23471887293813776
0.01, 0.0001, 5, 200, 0.2648963370070264
0.01, 0.0001, 10, 50, 0.27439646991649413
0.01, 0.0001, 10, 100, 0.2889017344984838
0.01, 0.0001, 10, 150, 0.27025930556420025
0.01, 0.0001, 10, 200, 0.25088966423901726
0.01, 0.0001, 20, 50, 0.24916280775791377
0.01, 0.0001, 20, 100, 0.23797553502621543
0.01, 0.0001, 20, 150, 0.25205150468958426
0.01, 0.0001, 20, 200, 0.24984786602338396
0.01, 0.0001, 30, 50, 0.266791760734661
0.01, 0.0001, 30, 100, 0.24815586570884227
0.01, 0.0001, 30, 150, 0.24080152728042395
0.01, 0.0001, 30, 200, 0.24601662873978702
0.01, 0.0001, 50, 50, 0.24418673203215924
0.01, 0.0001, 50, 100, 0.24278725081898317
0.01, 0.0001, 50, 150, 0.24987412097333506
0.01, 0.0001, 50, 200, 0.23783912303556198
0.01, 0.0001, 80, 50, 0.23167607230063159
0.01, 0.0001, 80, 100, 0.22206812188677186
