alpha, regularization, latent_features, learning_rate, NDCG
1000.0, 1e-05, 200, 1, 1e-08, 0.15803977716148646
1000.0, 1e-05, 200, 1, 1e-09, 0.15871145683042917
1000.0, 1e-05, 200, 1, 1e-10, 0.18603537964723152
1000.0, 1e-05, 200, 1, 1e-11, 0.15122755370897983
1000.0, 1e-05, 300, 1, 1e-08, 0.19776334836048332
1000.0, 1e-05, 300, 1, 1e-09, 0.21436958508183962
1000.0, 1e-05, 300, 1, 1e-10, 0.17937696130603725
1000.0, 1e-05, 300, 1, 1e-11, 0.15898213721894608
1000.0, 1e-05, 500, 1, 1e-08, 0.19243505955651788
1000.0, 1e-05, 500, 1, 1e-09, 0.15996461151535984
1000.0, 1e-05, 500, 1, 1e-10, 0.17858390302005003
1000.0, 1e-05, 500, 1, 1e-11, 0.19778474577105803
1000.0, 1e-06, 50, 1, 1e-08, 0.17492074771366586
1000.0, 1e-06, 50, 1, 1e-09, 0.15812838872123108
1000.0, 1e-06, 50, 1, 1e-10, 0.16953766208964038
1000.0, 1e-06, 50, 1, 1e-11, 0.18113379295886115
1000.0, 1e-06, 75, 1, 1e-08, 0.17384823531656912
1000.0, 1e-06, 75, 1, 1e-09, 0.17363344823718396
1000.0, 1e-06, 75, 1, 1e-10, 0.17178668850438827
1000.0, 1e-06, 75, 1, 1e-11, 0.17543941963842272
1000.0, 1e-06, 100, 1, 1e-08, 0.16834785341435463
1000.0, 1e-06, 100, 1, 1e-09, 0.1857584669092881
1000.0, 1e-06, 100, 1, 1e-10, 0.19337254667776116
1000.0, 1e-06, 100, 1, 1e-11, 0.16904241233502465
1000.0, 1e-06, 200, 1, 1e-08, 0.1825316668858472
1000.0, 1e-06, 200, 1, 1e-09, 0.1696048348567389
1000.0, 1e-06, 200, 1, 1e-10, 0.15446591848534635
1000.0, 1e-06, 200, 1, 1e-11, 0.1654536634029184
1000.0, 1e-06, 300, 1, 1e-08, 0.1704603816222293
1000.0, 1e-06, 300, 1, 1e-09, 0.14946596425593014
1000.0, 1e-06, 300, 1, 1e-10, 0.16786151982995276
1000.0, 1e-06, 300, 1, 1e-11, 0.17242309792508084
1000.0, 1e-06, 500, 1, 1e-08, 0.18730906498475292
1000.0, 1e-06, 500, 1, 1e-09, 0.1571300038009231
1000.0, 1e-06, 500, 1, 1e-10, 0.18300051333935
1000.0, 1e-06, 500, 1, 1e-11, 0.16902150568545493
1000.0, 1e-07, 50, 1, 1e-08, 0.18894401121808124
1000.0, 1e-07, 50, 1, 1e-09, 0.16381761221285604
1000.0, 1e-07, 50, 1, 1e-10, 0.19739101233520515
1000.0, 1e-07, 50, 1, 1e-11, 0.16277514464445347
1000.0, 1e-07, 75, 1, 1e-08, 0.19267597310567516
1000.0, 1e-07, 75, 1, 1e-09, 0.16265731475967599
1000.0, 1e-07, 75, 1, 1e-10, 0.17748307710506328
1000.0, 1e-07, 75, 1, 1e-11, 0.18987143527453448
1000.0, 1e-07, 100, 1, 1e-08, 0.16674087113312827
1000.0, 1e-07, 100, 1, 1e-09, 0.1994523820093949
1000.0, 1e-07, 100, 1, 1e-10, 0.17930237254394144
1000.0, 1e-07, 100, 1, 1e-11, 0.17047735997187452
1000.0, 1e-07, 200, 1, 1e-08, 0.13693578403125906
1000.0, 1e-07, 200, 1, 1e-09, 0.18090130061258605
1000.0, 1e-07, 200, 1, 1e-10, 0.16866845848029707
1000.0, 1e-07, 200, 1, 1e-11, 0.14641520420987056
1000.0, 1e-07, 300, 1, 1e-08, 0.1989170471652098
1000.0, 1e-07, 300, 1, 1e-09, 0.19456950763233366
1000.0, 1e-07, 300, 1, 1e-10, 0.16026683517182877
1000.0, 1e-07, 300, 1, 1e-11, 0.17125398846295162
1000.0, 1e-07, 500, 1, 1e-08, 0.19249786487119738
1000.0, 1e-07, 500, 1, 1e-09, 0.1730007874418757
1000.0, 1e-07, 500, 1, 1e-10, 0.16002296456942358
1000.0, 1e-07, 500, 1, 1e-11, 0.17199019503737437
1000.0, 1e-08, 50, 1, 1e-08, 0.1623941684986498
1000.0, 1e-08, 50, 1, 1e-09, 0.18196117440780604
1000.0, 1e-08, 50, 1, 1e-10, 0.1960060726866827
1000.0, 1e-08, 50, 1, 1e-11, 0.17859955182612672
1000.0, 1e-08, 75, 1, 1e-08, 0.1380003359993321
1000.0, 1e-08, 75, 1, 1e-09, 0.17919470241593874
1000.0, 1e-08, 75, 1, 1e-10, 0.17855468036038658
1000.0, 1e-08, 75, 1, 1e-11, 0.17718062733088874
1000.0, 1e-08, 100, 1, 1e-08, 0.2063759796388762
1000.0, 1e-08, 100, 1, 1e-09, 0.17419943845816818
1000.0, 1e-08, 100, 1, 1e-10, 0.17811145712248966
1000.0, 1e-08, 100, 1, 1e-11, 0.17790824738198005
1000.0, 1e-08, 200, 1, 1e-08, 0.18076117591519084
1000.0, 1e-08, 200, 1, 1e-09, 0.184701193011822
1000.0, 1e-08, 200, 1, 1e-10, 0.17517813625561562
1000.0, 1e-08, 200, 1, 1e-11, 0.1748370938386948
1000.0, 1e-08, 300, 1, 1e-08, 0.17011512694259978
1000.0, 1e-08, 300, 1, 1e-09, 0.1909966467773419
1000.0, 1e-08, 300, 1, 1e-10, 0.19544077333400478
1000.0, 1e-08, 300, 1, 1e-11, 0.16276702355525383
1000.0, 1e-08, 500, 1, 1e-08, 0.20548889432862427
1000.0, 1e-08, 500, 1, 1e-09, 0.16421465535428895
1000.0, 1e-08, 500, 1, 1e-10, 0.19093369784153005
1000.0, 1e-08, 500, 1, 1e-11, 0.13412153775049876
1000.0, 1e-09, 50, 1, 1e-08, 0.1829855163371022
1000.0, 1e-09, 50, 1, 1e-09, 0.17508500248434442
1000.0, 1e-09, 50, 1, 1e-10, 0.17428328039313354
1000.0, 1e-09, 50, 1, 1e-11, 0.17692094684299356
1000.0, 1e-09, 75, 1, 1e-08, 0.17285412356535484
1000.0, 1e-09, 75, 1, 1e-09, 0.1668271039948096
1000.0, 1e-09, 75, 1, 1e-10, 0.16617089583844769
1000.0, 1e-09, 75, 1, 1e-11, 0.17693968868177137
1000.0, 1e-09, 100, 1, 1e-08, 0.18248458072385454
1000.0, 1e-09, 100, 1, 1e-09, 0.15716891684744197
1000.0, 1e-09, 100, 1, 1e-10, 0.1631990409636923
1000.0, 1e-09, 100, 1, 1e-11, 0.15209065284349685
1000.0, 1e-09, 200, 1, 1e-08, 0.17983442069661365
1000.0, 1e-09, 200, 1, 1e-09, 0.15392219484283712
1000.0, 1e-09, 200, 1, 1e-10, 0.17882946799326863
1000.0, 1e-09, 200, 1, 1e-11, 0.18894305690319615
1000.0, 1e-09, 300, 1, 1e-08, 0.19463354368260508
1000.0, 1e-09, 300, 1, 1e-09, 0.16723742656874127
1000.0, 1e-09, 300, 1, 1e-10, 0.1764586467776135
1000.0, 1e-09, 300, 1, 1e-11, 0.14501589255179684
1000.0, 1e-09, 500, 1, 1e-08, 0.1653716372510896
1000.0, 1e-09, 500, 1, 1e-09, 0.18410793941591025
1000.0, 1e-09, 500, 1, 1e-10, 0.14929403358090965
1000.0, 1e-09, 500, 1, 1e-11, 0.15756891007387494
1000.0, 1e-10, 50, 1, 1e-08, 0.16046602303968707
1000.0, 1e-10, 50, 1, 1e-09, 0.18298837008570856
1000.0, 1e-10, 50, 1, 1e-10, 0.1759461764965045
1000.0, 1e-10, 50, 1, 1e-11, 0.16239136999976822
1000.0, 1e-10, 75, 1, 1e-08, 0.15761680288850444
1000.0, 1e-10, 75, 1, 1e-09, 0.17845979986649532
1000.0, 1e-10, 75, 1, 1e-10, 0.17368305327148392
1000.0, 1e-10, 75, 1, 1e-11, 0.18462713416771406
1000.0, 1e-10, 100, 1, 1e-08, 0.16923200469425675
1000.0, 1e-10, 100, 1, 1e-09, 0.16654254678216546
1000.0, 1e-10, 100, 1, 1e-10, 0.1677819326480219
1000.0, 1e-10, 100, 1, 1e-11, 0.16702117150472082
1000.0, 1e-10, 200, 1, 1e-08, 0.1798409319356641
1000.0, 1e-10, 200, 1, 1e-09, 0.1490739372220669
1000.0, 1e-10, 200, 1, 1e-10, 0.17389741880424078
1000.0, 1e-10, 200, 1, 1e-11, 0.18379739160939645
1000.0, 1e-10, 300, 1, 1e-08, 0.16581316361450274
1000.0, 1e-10, 300, 1, 1e-09, 0.160062660982648
1000.0, 1e-10, 300, 1, 1e-10, 0.1681775572406708
1000.0, 1e-10, 300, 1, 1e-11, 0.18822162083238897
1000.0, 1e-10, 500, 1, 1e-08, 0.19604270507728752
1000.0, 1e-10, 500, 1, 1e-09, 0.15596004471732378
1000.0, 1e-10, 500, 1, 1e-10, 0.15845045342198835
1000.0, 1e-10, 500, 1, 1e-11, 0.16796076801610377
