alpha, beta, c, latent_features, steps, NDCG
100, 100, 0.1, 30, 150, 0.36383718553345057
100, 100, 0.1, 50, 50, 0.41473238112271943
100, 100, 0.1, 50, 100, 0.3863951197973386
100, 100, 0.1, 50, 150, 0.4051533330038027
100, 100, 0.01, 3, 50, 0.030538573796355904
100, 100, 0.01, 3, 100, 0.026520723195346135
100, 100, 0.01, 3, 150, 0.029840242750071858
100, 100, 0.01, 10, 50, 0.4144259659698885
100, 100, 0.01, 10, 100, 0.3792616763428393
100, 100, 0.01, 10, 150, 0.3895952310822762
100, 100, 0.01, 30, 50, 0.40502025328095215
100, 100, 0.01, 30, 100, 0.3680885985111657
100, 100, 0.01, 30, 150, 0.39865888354182305
100, 100, 0.01, 50, 50, 0.4069659331641434
100, 100, 0.01, 50, 100, 0.41500002073117614
100, 100, 0.01, 50, 150, 0.40359284889796787
100, 100, 0.001, 3, 50, 0.032357154728080276
100, 100, 0.001, 3, 100, 0.022732908508368482
100, 100, 0.001, 3, 150, 0.029637453791237216
100, 100, 0.001, 10, 50, 0.4166215390096626
100, 100, 0.001, 10, 100, 0.3880432288390467
100, 100, 0.001, 10, 150, 0.41572118353909104
100, 100, 0.001, 30, 50, 0.3642531351923971
100, 100, 0.001, 30, 100, 0.4003350652342161
100, 100, 0.001, 30, 150, 0.35870953900273983
100, 100, 0.001, 50, 50, 0.39700059677483607
100, 100, 0.001, 50, 100, 0.4085565089721171
100, 100, 0.001, 50, 150, 0.43239828935254804
100, 1, 100, 3, 50, 0.08876145135034041
100, 1, 100, 3, 100, 0.09486188124542456
100, 1, 100, 3, 150, 0.11939977482679369
100, 1, 100, 10, 50, 0.16179043261551368
100, 1, 100, 10, 100, 0.19864017737503595
100, 1, 100, 10, 150, 0.19425738850662164
100, 1, 100, 30, 50, 0.20867211394735194
100, 1, 100, 30, 100, 0.21062867165825788
100, 1, 100, 30, 150, 0.2217025510395391
100, 1, 100, 50, 50, 0.19088044603918194
100, 1, 100, 50, 100, 0.1902439058479581
100, 1, 100, 50, 150, 0.18652254479238534
100, 1, 10, 3, 50, 0.09884843755235809
100, 1, 10, 3, 100, 0.0896626851934633
100, 1, 10, 3, 150, 0.0977316698867146
100, 1, 10, 10, 50, 0.32189553418303396
100, 1, 10, 10, 100, 0.317154765383836
100, 1, 10, 10, 150, 0.3212951433121303
100, 1, 10, 30, 50, 0.2044190103714268
100, 1, 10, 30, 100, 0.20655859441750643
100, 1, 10, 30, 150, 0.18701972257257837
100, 1, 10, 50, 50, 0.23619898921092441
100, 1, 10, 50, 100, 0.23527830344034675
100, 1, 10, 50, 150, 0.2563388904021745
100, 1, 1, 3, 50, 0.11381216126596785
100, 1, 1, 3, 100, 0.10124941335047856
100, 1, 1, 3, 150, 0.1188073935745826
100, 1, 1, 10, 50, 0.3117641530033388
100, 1, 1, 10, 100, 0.3012955213010828
100, 1, 1, 10, 150, 0.3001500380878069
100, 1, 1, 30, 50, 0.2155833900699521
100, 1, 1, 30, 100, 0.17894778165144562
100, 1, 1, 30, 150, 0.2158793095946128
100, 1, 1, 50, 50, 0.23325575612985272
100, 1, 1, 50, 100, 0.2411151494659424
100, 1, 1, 50, 150, 0.28209431261335977
100, 1, 0.1, 3, 50, 0.04866101283958816
100, 1, 0.1, 3, 100, 0.08129251074777143
100, 1, 0.1, 3, 150, 0.08126114300640905
100, 1, 0.1, 10, 50, 0.29889268641534683
100, 1, 0.1, 10, 100, 0.33180858736277224
100, 1, 0.1, 10, 150, 0.3347559679564979
100, 1, 0.1, 30, 50, 0.16074163127554938
100, 1, 0.1, 30, 100, 0.18954894282814927
100, 1, 0.1, 30, 150, 0.21430823926053133
100, 1, 0.1, 50, 50, 0.2309816427459685
100, 1, 0.1, 50, 100, 0.22121171271923565
100, 1, 0.1, 50, 150, 0.2441534642347366
100, 1, 0.01, 3, 50, 0.030511677078634402
100, 1, 0.01, 3, 100, 0.0399661208773501
100, 1, 0.01, 3, 150, 0.044013831836427944
100, 1, 0.01, 10, 50, 0.3791086357943584
100, 1, 0.01, 10, 100, 0.34954039800626296
100, 1, 0.01, 10, 150, 0.3413931717875036
100, 1, 0.01, 30, 50, 0.21422862957356628
100, 1, 0.01, 30, 100, 0.21226058683837448
100, 1, 0.01, 30, 150, 0.20267322994428874
100, 1, 0.01, 50, 50, 0.2822742559954206
100, 1, 0.01, 50, 100, 0.26902349901268097
100, 1, 0.01, 50, 150, 0.24634174773124948
100, 1, 0.001, 3, 50, 0.02460255296190691
100, 1, 0.001, 3, 100, 0.032272235886038975
100, 1, 0.001, 3, 150, 0.0360348282892992
100, 1, 0.001, 10, 50, 0.32685514633980817
100, 1, 0.001, 10, 100, 0.31639053405877743
100, 1, 0.001, 10, 150, 0.3366314144549191
100, 1, 0.001, 30, 50, 0.1800888307310223
100, 1, 0.001, 30, 100, 0.2071421504444564
100, 1, 0.001, 30, 150, 0.19513116344367162
100, 1, 0.001, 50, 50, 0.23314778977307143
100, 1, 0.001, 50, 100, 0.24166608844524795
100, 1, 0.001, 50, 150, 0.24589035672483336
100, 0.01, 100, 3, 50, 0.10372904649351147
100, 0.01, 100, 3, 100, 0.08753024214525934
100, 0.01, 100, 3, 150, 0.0847238678750651
100, 0.01, 100, 10, 50, 0.23508263345815883
100, 0.01, 100, 10, 100, 0.25347926062623205
100, 0.01, 100, 10, 150, 0.2464709960942551
100, 0.01, 100, 30, 50, 0.2162561388188441
100, 0.01, 100, 30, 100, 0.21294638661717913
100, 0.01, 100, 30, 150, 0.22235354150353234
100, 0.01, 100, 50, 50, 0.19255926059144135
100, 0.01, 100, 50, 100, 0.19717739122015843
100, 0.01, 100, 50, 150, 0.1893301549104818
100, 0.01, 10, 3, 50, 0.10311176224754076
100, 0.01, 10, 3, 100, 0.0889160887612678
100, 0.01, 10, 3, 150, 0.11247932461782258
100, 0.01, 10, 10, 50, 0.2569569634056768
100, 0.01, 10, 10, 100, 0.2707300210409826
100, 0.01, 10, 10, 150, 0.3157976510416026
100, 0.01, 10, 30, 50, 0.246134006873473
100, 0.01, 10, 30, 100, 0.21180016152036008
100, 0.01, 10, 30, 150, 0.22160491820066341
100, 0.01, 10, 50, 50, 0.19631776712861002
100, 0.01, 10, 50, 100, 0.19893214279172183
100, 0.01, 10, 50, 150, 0.21388270239556534
100, 0.01, 1, 3, 50, 0.10368177954981761
100, 0.01, 1, 3, 100, 0.08905483140286835
100, 0.01, 1, 3, 150, 0.06744277118090246
100, 0.01, 1, 10, 50, 0.32186880264406403
100, 0.01, 1, 10, 100, 0.3321443444629999
100, 0.01, 1, 10, 150, 0.31200845694297025
100, 0.01, 1, 30, 50, 0.22310971728827503
100, 0.01, 1, 30, 100, 0.20378192189900624
100, 0.01, 1, 30, 150, 0.21443311417921287
100, 0.01, 1, 50, 50, 0.24590427510088148
100, 0.01, 1, 50, 100, 0.22420139388110716
100, 0.01, 1, 50, 150, 0.2204554617695005
100, 0.01, 0.1, 3, 50, 0.07903168961832012
100, 0.01, 0.1, 3, 100, 0.09026493566683551
100, 0.01, 0.1, 3, 150, 0.08554499326041543
100, 0.01, 0.1, 10, 50, 0.30758037583709713
100, 0.01, 0.1, 10, 100, 0.32673726885321897
100, 0.01, 0.1, 10, 150, 0.3288606103871515
100, 0.01, 0.1, 30, 50, 0.22737457229236177
100, 0.01, 0.1, 30, 100, 0.21277045148486137
100, 0.01, 0.1, 30, 150, 0.20246910411872662
100, 0.01, 0.1, 50, 50, 0.24474832290332368
100, 0.01, 0.1, 50, 100, 0.24719602763837653
100, 0.01, 0.1, 50, 150, 0.28954375522336995
100, 0.01, 0.01, 3, 50, 0.07908912162465404
100, 0.01, 0.01, 3, 100, 0.06698256397503653
100, 0.01, 0.01, 3, 150, 0.07662403789818292
100, 0.01, 0.01, 10, 50, 0.31589455378324777
100, 0.01, 0.01, 10, 100, 0.3051912817725811
100, 0.01, 0.01, 10, 150, 0.3085253302731837
100, 0.01, 0.01, 30, 50, 0.19526740436562873
100, 0.01, 0.01, 30, 100, 0.19590418399754356
100, 0.01, 0.01, 30, 150, 0.2155743828050404
100, 0.01, 0.01, 50, 50, 0.2688725812421723
100, 0.01, 0.01, 50, 100, 0.2376417409345057
100, 0.01, 0.01, 50, 150, 0.23399955201842462
100, 0.01, 0.001, 3, 50, 0.02794137871869475
100, 0.01, 0.001, 3, 100, 0.03590511363803166
100, 0.01, 0.001, 3, 150, 0.027870495399013186
100, 0.01, 0.001, 10, 50, 0.3646277974474378
100, 0.01, 0.001, 10, 100, 0.3527125762103281
100, 0.01, 0.001, 10, 150, 0.3651219447455528
100, 0.01, 0.001, 30, 50, 0.19363339289419393
100, 0.01, 0.001, 30, 100, 0.1843524371973881
100, 0.01, 0.001, 30, 150, 0.2012901520154629
100, 0.01, 0.001, 50, 50, 0.25762853747655556
100, 0.01, 0.001, 50, 100, 0.2103331291806689
100, 0.01, 0.001, 50, 150, 0.2581107484104657
100, 0.0001, 100, 3, 50, 0.11055576238528526
100, 0.0001, 100, 3, 100, 0.09093508026696426
100, 0.0001, 100, 3, 150, 0.09409295130667995
100, 0.0001, 100, 10, 50, 0.2514479834941854
100, 0.0001, 100, 10, 100, 0.22796411477728967
100, 0.0001, 100, 10, 150, 0.2490124874509106
100, 0.0001, 100, 30, 50, 0.18213720038186287
100, 0.0001, 100, 30, 100, 0.22078568879475444
100, 0.0001, 100, 30, 150, 0.18563792996513623
100, 0.0001, 100, 50, 50, 0.20689269159148385
100, 0.0001, 100, 50, 100, 0.19422155737300634
100, 0.0001, 100, 50, 150, 0.18058591283266184
100, 0.0001, 10, 3, 50, 0.0728903566200178
100, 0.0001, 10, 3, 100, 0.09475804698369954
100, 0.0001, 10, 3, 150, 0.07153796650891665
100, 0.0001, 10, 10, 50, 0.3023149416857613
100, 0.0001, 10, 10, 100, 0.306426295978355
100, 0.0001, 10, 10, 150, 0.2924664303559961
100, 0.0001, 10, 30, 50, 0.23094409607490374
100, 0.0001, 10, 30, 100, 0.25336832892495076
100, 0.0001, 10, 30, 150, 0.2702684773642035
100, 0.0001, 10, 50, 50, 0.2329943028137023
100, 0.0001, 10, 50, 100, 0.22150408484568693
100, 0.0001, 10, 50, 150, 0.22067303362448784
100, 0.0001, 1, 3, 50, 0.09206183888168391
100, 0.0001, 1, 3, 100, 0.07835174507666601
100, 0.0001, 1, 3, 150, 0.10287307097084417
100, 0.0001, 1, 10, 50, 0.2967063062096029
100, 0.0001, 1, 10, 100, 0.3151980074474859
100, 0.0001, 1, 10, 150, 0.3100574796780888
100, 0.0001, 1, 30, 50, 0.21422678673747125
100, 0.0001, 1, 30, 100, 0.20178404283704282
100, 0.0001, 1, 30, 150, 0.17725479452516812
100, 0.0001, 1, 50, 50, 0.2039081613447149
100, 0.0001, 1, 50, 100, 0.24070553229268365
100, 0.0001, 1, 50, 150, 0.24153688052239555
100, 0.0001, 0.1, 3, 50, 0.07927515750450796
100, 0.0001, 0.1, 3, 100, 0.09090016586255073
100, 0.0001, 0.1, 3, 150, 0.10636370813247248
100, 0.0001, 0.1, 10, 50, 0.34432464060284923
100, 0.0001, 0.1, 10, 100, 0.3153736507874991
100, 0.0001, 0.1, 10, 150, 0.330465374697798
100, 0.0001, 0.1, 30, 50, 0.20710790824115297
100, 0.0001, 0.1, 30, 100, 0.17274101618558807
100, 0.0001, 0.1, 30, 150, 0.1974719181111727
100, 0.0001, 0.1, 50, 50, 0.23013074907236714
100, 0.0001, 0.1, 50, 100, 0.2623463166326742
100, 0.0001, 0.1, 50, 150, 0.2539907533554533
100, 0.0001, 0.01, 3, 50, 0.09694886815281578
100, 0.0001, 0.01, 3, 100, 0.0801303344388034
100, 0.0001, 0.01, 3, 150, 0.07539998223684188
100, 0.0001, 0.01, 10, 50, 0.33039678901263436
100, 0.0001, 0.01, 10, 100, 0.3187114901640411
100, 0.0001, 0.01, 10, 150, 0.3267436524998291
100, 0.0001, 0.01, 30, 50, 0.20633141601441907
100, 0.0001, 0.01, 30, 100, 0.19821635165616097
100, 0.0001, 0.01, 30, 150, 0.1861034610619389
100, 0.0001, 0.01, 50, 50, 0.2578315965541334
100, 0.0001, 0.01, 50, 100, 0.2196999069570085
100, 0.0001, 0.01, 50, 150, 0.2642501907657171
100, 0.0001, 0.001, 3, 50, 0.07101647586605467
100, 0.0001, 0.001, 3, 100, 0.08232933096467841
100, 0.0001, 0.001, 3, 150, 0.08467553834303095
100, 0.0001, 0.001, 10, 50, 0.2988913302553171
100, 0.0001, 0.001, 10, 100, 0.3307804223875839
100, 0.0001, 0.001, 10, 150, 0.3254360474002654
100, 0.0001, 0.001, 30, 50, 0.1710848895056556
100, 0.0001, 0.001, 30, 100, 0.20475377015712173
100, 0.0001, 0.001, 30, 150, 0.21915151030875277
100, 0.0001, 0.001, 50, 50, 0.24451824395983318
100, 0.0001, 0.001, 50, 100, 0.26732414728814957
100, 0.0001, 0.001, 50, 150, 0.2532950522028784
100, 1e-06, 100, 3, 50, 0.09942472084695705
100, 1e-06, 100, 3, 100, 0.09930094465178457
100, 1e-06, 100, 3, 150, 0.09095867206734674
100, 1e-06, 100, 10, 50, 0.20773372746605973
100, 1e-06, 100, 10, 100, 0.24226117250292695
100, 1e-06, 100, 10, 150, 0.25198383755516085
100, 1e-06, 100, 30, 50, 0.20027013994092768
100, 1e-06, 100, 30, 100, 0.22656608882380178
100, 1e-06, 100, 30, 150, 0.1900400337665142
100, 1e-06, 100, 50, 50, 0.22741954102156106
100, 1e-06, 100, 50, 100, 0.19132439960595135
100, 1e-06, 100, 50, 150, 0.19762959360672527
100, 1e-06, 10, 3, 50, 0.08993496918102067
100, 1e-06, 10, 3, 100, 0.07553746472178967
100, 1e-06, 10, 3, 150, 0.10711403018824754
100, 1e-06, 10, 10, 50, 0.2661186055821323
100, 1e-06, 10, 10, 100, 0.2842678002127166
100, 1e-06, 10, 10, 150, 0.3161748500984134
100, 1e-06, 10, 30, 50, 0.24295045697433026
100, 1e-06, 10, 30, 100, 0.23576100055260413
100, 1e-06, 10, 30, 150, 0.24791113706546278
100, 1e-06, 10, 50, 50, 0.1962979594231233
100, 1e-06, 10, 50, 100, 0.22854101839399088
100, 1e-06, 10, 50, 150, 0.2536146425453897
100, 1e-06, 1, 3, 50, 0.09140691566999815
100, 1e-06, 1, 3, 100, 0.09582205297577298
100, 1e-06, 1, 3, 150, 0.11268398288229521
100, 1e-06, 1, 10, 50, 0.3265393267904677
100, 1e-06, 1, 10, 100, 0.30464296826220655
100, 1e-06, 1, 10, 150, 0.30707662570773187
100, 1e-06, 1, 30, 50, 0.2109662815323551
100, 1e-06, 1, 30, 100, 0.2213613024166768
100, 1e-06, 1, 30, 150, 0.20473247531534425
100, 1e-06, 1, 50, 50, 0.21209707124913016
100, 1e-06, 1, 50, 100, 0.2401821683617425
100, 1e-06, 1, 50, 150, 0.23503357701286123
100, 1e-06, 0.1, 3, 50, 0.0919678889252875
100, 1e-06, 0.1, 3, 100, 0.09700085235777861
100, 1e-06, 0.1, 3, 150, 0.0897652061030776
100, 1e-06, 0.1, 10, 50, 0.3107007342770375
100, 1e-06, 0.1, 10, 100, 0.30139660520472483
100, 1e-06, 0.1, 10, 150, 0.30989115461540445
100, 1e-06, 0.1, 30, 50, 0.21225349818976968
100, 1e-06, 0.1, 30, 100, 0.20265145266444037
100, 1e-06, 0.1, 30, 150, 0.18843457601998248
100, 1e-06, 0.1, 50, 50, 0.22592761058826727
100, 1e-06, 0.1, 50, 100, 0.2852877689052582
100, 1e-06, 0.1, 50, 150, 0.2750698724553438
100, 1e-06, 0.01, 3, 50, 0.08397987273032678
100, 1e-06, 0.01, 3, 100, 0.08138846171064412
100, 1e-06, 0.01, 3, 150, 0.10030541339769186
100, 1e-06, 0.01, 10, 50, 0.30642101482698736
100, 1e-06, 0.01, 10, 100, 0.3253356932732824
100, 1e-06, 0.01, 10, 150, 0.32344823987675553
100, 1e-06, 0.01, 30, 50, 0.23254033250191106
100, 1e-06, 0.01, 30, 100, 0.21954656007770768
100, 1e-06, 0.01, 30, 150, 0.23037538228299603
100, 1e-06, 0.01, 50, 50, 0.21218855461600863
100, 1e-06, 0.01, 50, 100, 0.2332746537465784
100, 1e-06, 0.01, 50, 150, 0.23900547331208039
100, 1e-06, 0.001, 3, 50, 0.0889601754026616
100, 1e-06, 0.001, 3, 100, 0.1005892935347872
100, 1e-06, 0.001, 3, 150, 0.11302472296427894
100, 1e-06, 0.001, 10, 50, 0.2918684136825212
100, 1e-06, 0.001, 10, 100, 0.3147351154237551
100, 1e-06, 0.001, 10, 150, 0.3456327948868692
100, 1e-06, 0.001, 30, 50, 0.187382078992116
100, 1e-06, 0.001, 30, 100, 0.20242463086715634
100, 1e-06, 0.001, 30, 150, 0.1970329537809927
100, 1e-06, 0.001, 50, 50, 0.24701155673764352
100, 1e-06, 0.001, 50, 100, 0.24347385237457977
100, 1e-06, 0.001, 50, 150, 0.23776802314947446
1, 100, 100, 3, 50, 0.1570681432764881
1, 100, 100, 3, 100, 0.17115594060951922
1, 100, 100, 3, 150, 0.18352740416796812
1, 100, 100, 10, 50, 0.18718830855155594
1, 100, 100, 10, 100, 0.16965925964647643
1, 100, 100, 10, 150, 0.1614032636277213
1, 100, 100, 30, 50, 0.17230335405965172
1, 100, 100, 30, 100, 0.15365568466728066
1, 100, 100, 30, 150, 0.17650775228679194
1, 100, 100, 50, 50, 0.17678741741794834
1, 100, 100, 50, 100, 0.1859024721790761
1, 100, 100, 50, 150, 0.1575559001066429
1, 100, 10, 3, 50, 0.16889911142612654
1, 100, 10, 3, 100, 0.18327561493856515
1, 100, 10, 3, 150, 0.1673920606321354
1, 100, 10, 10, 50, 0.15683045067376378
1, 100, 10, 10, 100, 0.1531534071153796
1, 100, 10, 10, 150, 0.1827657873599948
1, 100, 10, 30, 50, 0.17141350266519248
1, 100, 10, 30, 100, 0.17561501416132053
1, 100, 10, 30, 150, 0.1720201764225133
1, 100, 10, 50, 50, 0.1747435289052633
1, 100, 10, 50, 100, 0.1720966261860188
1, 100, 10, 50, 150, 0.1946061870179992
1, 100, 1, 3, 50, 0.10104351564213016
1, 100, 1, 3, 100, 0.09808200454229186
1, 100, 1, 3, 150, 0.1186481119920858
1, 100, 1, 10, 50, 0.10323663911441462
1, 100, 1, 10, 100, 0.0966633848752817
1, 100, 1, 10, 150, 0.10177597595572438
1, 100, 1, 30, 50, 0.1116798467593159
1, 100, 1, 30, 100, 0.10091588832583843
1, 100, 1, 30, 150, 0.10999370564318926
1, 100, 1, 50, 50, 0.10076884787173734
1, 100, 1, 50, 100, 0.08672106349605416
1, 100, 1, 50, 150, 0.1111318227139163
1, 100, 0.1, 3, 50, 0.02458034555817466
1, 100, 0.1, 3, 100, 0.037872153294503275
1, 100, 0.1, 3, 150, 0.02670568632578702
1, 100, 0.1, 10, 50, 0.4404934726169853
1, 100, 0.1, 10, 100, 0.4438343930952706
1, 100, 0.1, 10, 150, 0.40064224606335264
1, 100, 0.1, 30, 50, 0.4231096834106542
1, 100, 0.1, 30, 100, 0.41777158916033386
1, 100, 0.1, 30, 150, 0.41725693095997474
1, 100, 0.1, 50, 50, 0.41001545025394803
1, 100, 0.1, 50, 100, 0.4023969898098899
1, 100, 0.1, 50, 150, 0.4377532686687637
1, 100, 0.01, 3, 50, 0.027710780741192244
1, 100, 0.01, 3, 100, 0.04089964829460367
1, 100, 0.01, 3, 150, 0.0391349294584333
1, 100, 0.01, 10, 50, 0.42782793893646265
1, 100, 0.01, 10, 100, 0.4302048599935566
1, 100, 0.01, 10, 150, 0.41967044092765704
1, 100, 0.01, 30, 50, 0.41771290274430284
1, 100, 0.01, 30, 100, 0.45671923344737275
1, 100, 0.01, 30, 150, 0.4106841406748861
1, 100, 0.01, 50, 50, 0.40804113731160635
1, 100, 0.01, 50, 100, 0.4300504644395059
1, 100, 0.01, 50, 150, 0.41671696163673866
1, 100, 0.001, 3, 50, 0.04373261218898438
1, 100, 0.001, 3, 100, 0.028337770276720565
1, 100, 0.001, 3, 150, 0.02834116338262259
1, 100, 0.001, 10, 50, 0.41348805820432205
1, 100, 0.001, 10, 100, 0.4276978399459496
1, 100, 0.001, 10, 150, 0.41202050326914524
1, 100, 0.001, 30, 50, 0.43475759932867825
1, 100, 0.001, 30, 100, 0.41001331876312663
1, 100, 0.001, 30, 150, 0.39727571378350973
1, 100, 0.001, 50, 50, 0.43057158601326256
1, 100, 0.001, 50, 100, 0.42928983604393667
1, 100, 0.001, 50, 150, 0.40698227679292015
1, 1, 100, 3, 50, 0.16823357132074818
1, 1, 100, 3, 100, 0.1758506333776409
1, 1, 100, 3, 150, 0.19013000921751882
1, 1, 100, 10, 50, 0.5149750152025759
1, 1, 100, 10, 100, 0.5468405139018249
1, 1, 100, 10, 150, 0.531118309856045
1, 1, 100, 30, 50, 0.5140756833583255
1, 1, 100, 30, 100, 0.5458918244085376
1, 1, 100, 30, 150, 0.5285930006348994
1, 1, 100, 50, 50, 0.5013148415184969
1, 1, 100, 50, 100, 0.5183409888167556
1, 1, 100, 50, 150, 0.5184469986894541
1, 1, 10, 3, 50, 0.1554715453759467
1, 1, 10, 3, 100, 0.15112592559559856
1, 1, 10, 3, 150, 0.14417502345836092
1, 1, 10, 10, 50, 0.522368294525634
1, 1, 10, 10, 100, 0.5466559865802881
1, 1, 10, 10, 150, 0.5275861200872847
1, 1, 10, 30, 50, 0.5783280705834869
1, 1, 10, 30, 100, 0.5841492706163544
1, 1, 10, 30, 150, 0.5781713154703314
1, 1, 10, 50, 50, 0.5412982120701384
1, 1, 10, 50, 100, 0.5645756141458328
1, 1, 10, 50, 150, 0.5470961526060315
1, 1, 1, 3, 50, 0.17719825475702783
1, 1, 1, 3, 100, 0.14580292173113263
1, 1, 1, 3, 150, 0.15965136145759867
1, 1, 1, 10, 50, 0.5320798940914929
1, 1, 1, 10, 100, 0.5485914141580783
1, 1, 1, 10, 150, 0.5291282872570893
1, 1, 1, 30, 50, 0.5687553436197712
1, 1, 1, 30, 100, 0.5864535973879113
1, 1, 1, 30, 150, 0.5743860083188972
1, 1, 1, 50, 50, 0.5209702395240919
1, 1, 1, 50, 100, 0.5322162307964629
1, 1, 1, 50, 150, 0.531543305149118
1, 1, 0.1, 3, 50, 0.11013270503999202
1, 1, 0.1, 3, 100, 0.08714700479132283
1, 1, 0.1, 3, 150, 0.09313691416512229
1, 1, 0.1, 10, 50, 0.5455912713480447
1, 1, 0.1, 10, 100, 0.5306718862984133
1, 1, 0.1, 10, 150, 0.5231124220201644
1, 1, 0.1, 30, 50, 0.578368191294359
1, 1, 0.1, 30, 100, 0.5646104351638599
1, 1, 0.1, 30, 150, 0.5586149320029088
1, 1, 0.1, 50, 50, 0.5187736327377388
1, 1, 0.1, 50, 100, 0.5289028633190391
1, 1, 0.1, 50, 150, 0.5174123293858885
1, 1, 0.01, 3, 50, 0.035371238540623504
1, 1, 0.01, 3, 100, 0.02453126393669637
1, 1, 0.01, 3, 150, 0.037293866908912135
1, 1, 0.01, 10, 50, 0.5348323194933691
1, 1, 0.01, 10, 100, 0.5467524688792327
1, 1, 0.01, 10, 150, 0.5332664665008587
1, 1, 0.01, 30, 50, 0.5350731181593855
1, 1, 0.01, 30, 100, 0.5539717403035691
1, 1, 0.01, 30, 150, 0.541436324261052
1, 1, 0.01, 50, 50, 0.5177096429494096
1, 1, 0.01, 50, 100, 0.5257979544247462
1, 1, 0.01, 50, 150, 0.523050375222744
1, 1, 0.001, 3, 50, 0.03617536352756684
1, 1, 0.001, 3, 100, 0.024795896858094628
1, 1, 0.001, 3, 150, 0.051220648410718626
1, 1, 0.001, 10, 50, 0.5507603947608635
1, 1, 0.001, 10, 100, 0.5356455366359283
1, 1, 0.001, 10, 150, 0.5264192332227422
1, 1, 0.001, 30, 50, 0.5608705604883919
1, 1, 0.001, 30, 100, 0.5760546501152056
1, 1, 0.001, 30, 150, 0.5675694019511512
1, 1, 0.001, 50, 50, 0.5366627230666561
1, 1, 0.001, 50, 100, 0.5201869585653993
1, 1, 0.001, 50, 150, 0.5444180083457102
1, 0.01, 100, 3, 50, 0.17210237957217614
1, 0.01, 100, 3, 100, 0.1413011545271625
1, 0.01, 100, 3, 150, 0.16790688017025793
1, 0.01, 100, 10, 50, 0.45176792575724356
1, 0.01, 100, 10, 100, 0.43155295474794286
1, 0.01, 100, 10, 150, 0.49752787649570535
1, 0.01, 100, 30, 50, 0.458224704315864
1, 0.01, 100, 30, 100, 0.4769367701595222
1, 0.01, 100, 30, 150, 0.4581781638398417
1, 0.01, 100, 50, 50, 0.45826120800410536
1, 0.01, 100, 50, 100, 0.48954238846075654
1, 0.01, 100, 50, 150, 0.46056315880904014
1, 0.01, 10, 3, 50, 0.1810095613009075
1, 0.01, 10, 3, 100, 0.16152907619283963
1, 0.01, 10, 3, 150, 0.15812592881187168
1, 0.01, 10, 10, 50, 0.5090803038391553
1, 0.01, 10, 10, 100, 0.5367029550208902
1, 0.01, 10, 10, 150, 0.546828388887589
1, 0.01, 10, 30, 50, 0.53606631015507
1, 0.01, 10, 30, 100, 0.5594957396931948
1, 0.01, 10, 30, 150, 0.560460483030406
1, 0.01, 10, 50, 50, 0.5188248907455109
1, 0.01, 10, 50, 100, 0.5168913950725702
1, 0.01, 10, 50, 150, 0.4880547089930936
1, 0.01, 1, 3, 50, 0.17721045930951568
1, 0.01, 1, 3, 100, 0.18238019069657413
1, 0.01, 1, 3, 150, 0.19439154751873175
1, 0.01, 1, 10, 50, 0.5321205190543832
1, 0.01, 1, 10, 100, 0.5459485798987143
1, 0.01, 1, 10, 150, 0.5228769164923155
